ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
6383	0.851	0.1793437	1.4871099	-5.06946	0.16065751	MATN2	matrilin 2
6670	0.851	0.1793635	-1.4870328	-5.06956	-0.14906687	LPCAT1	lysophosphatidylcholine acyltransferase 1
1489	0.851	0.1794053	-1.4868702	-5.06976	-0.16109359	NPSA	novel prostate-specific antigen
28167	0.851	0.1795058	-1.4864794	-5.07023	-0.33517837	TMC8	transmembrane channel like 8
14441	0.851	0.1795114	-1.4864578	-5.07026	-0.28746546	COX19	COX19, cytochrome c oxidase assembly factor
13649	0.851	0.1795174	-1.4864345	-5.07029	-0.13880535	KRTAP4-7	keratin associated protein 4-7
25278	0.851	0.1795298	-1.4863862	-5.07034	-0.14286904	ZNF229	zinc finger protein 229
2780	0.851	0.179546	1.4863233	-5.07042	0.28572985	NOL4L	nucleolar protein 4 like
20681	0.851	0.1795521	1.4862995	-5.07045	0.24223544	SLC30A5	solute carrier family 30 member 5
24209	0.851	0.1795664	-1.4862442	-5.07052	-0.18856131	MARCH11	membrane associated ring-CH-type finger 11
5321	0.851	0.1795954	1.4861313	-5.07065	0.24885655		
26873	0.851	0.1795986	-1.486119	-5.07067	-0.37627347	RPL22	ribosomal protein L22
14506	0.851	0.1796151	-1.4860549	-5.07075	-0.28937841	STAG2	stromal antigen 2
7189	0.851	0.1796284	-1.4860031	-5.07081	-0.33637436	CDKN1B	cyclin dependent kinase inhibitor 1B
20194	0.851	0.1796668	-1.4858541	-5.07099	-0.32418338	NUP37	nucleoporin 37
16381	0.851	0.1796836	1.4857886	-5.07107	0.45986867	KIAA1107	KIAA1107
18618	0.851	0.1796913	-1.4857589	-5.07111	-0.42623219	CCDC90B	coiled-coil domain containing 90B
4251	0.851	0.1797159	1.4856632	-5.07122	0.99819299	TRAF1	TNF receptor associated factor 1
1962	0.851	0.1797697	1.4854545	-5.07148	0.14946239	CTAGE6	CTAGE family member 6
9619	0.851	0.1797717	1.4854468	-5.07148	0.27655101		
32338	0.851	0.1797745	1.4854358	-5.0715	0.19686345	SP3P	Sp3 transcription factor pseudogene
10768	0.851	0.1797967	-1.4853496	-5.0716	-0.17278687	TFDP3	transcription factor Dp family member 3
30698	0.852	0.1798819	-1.4850188	-5.072	-0.15650981	NLGN4Y	neuroligin 4, Y-linked
28328	0.852	0.1799223	1.4848622	-5.07219	0.17594248	UTP14A	UTP14A small subunit processome component
24663	0.852	0.1799645	-1.4846983	-5.07239	-0.99032665	DNAJC18	DnaJ heat shock protein family (Hsp40) member C18
8201	0.852	0.1799868	1.4846119	-5.0725	0.38537337	MYO5A	myosin VA
23546	0.852	0.1800009	-1.4845574	-5.07256	-0.15062198		
22831	0.852	0.180008	-1.4845297	-5.0726	-0.2420161	EPM2A	epilepsy, progressive myoclonus type 2A, Lafora disease (laforin)
25691	0.852	0.1801307	-1.4840544	-5.07317	-0.31904824	CDHR1	cadherin related family member 1
32738	0.852	0.1801392	-1.4840213	-5.07321	-0.14493455	ITGA9	integrin subunit alpha 9
34019	0.852	0.1801437	-1.4840038	-5.07324	-0.19949755	MAD2L2	MAD2 mitotic arrest deficient-like 2 (yeast)
42270	0.852	0.1801512	1.4839747	-5.07327	0.23570082	LOC284242	uncharacterized LOC284242
34651	0.852	0.1801648	-1.483922	-5.07334	-0.39083744		
31385	0.852	0.180246	-1.4836077	-5.07372	-0.20532144	SLC3A1	solute carrier family 3 member 1
9119	0.852	0.1802652	-1.4835331	-5.07381	-0.15368261		
12193	0.853	0.1803338	1.4832677	-5.07413	0.22248722		
38556	0.853	0.1803744	-1.4831103	-5.07432	-0.23720757	RYBP	RING1 and YY1 binding protein
18374	0.853	0.1804481	-1.4828254	-5.07467	-0.20175748	CD1C	CD1c molecule
21337	0.853	0.1804672	1.4827514	-5.07476	0.38813449	PLEKHA4	pleckstrin homology domain containing A4
2765	0.853	0.1805707	-1.4823509	-5.07524	-0.56206636		
27920	0.853	0.1805769	1.4823269	-5.07527	0.27820947	DYNC1LI1	dynein cytoplasmic 1 light intermediate chain 1
7862	0.853	0.1805846	-1.4822975	-5.07531	-0.4482331		
41705	0.853	0.1806131	-1.4821872	-5.07544	-0.20311723	RALGAPA2	Ral GTPase activating protein catalytic alpha subunit 2
10905	0.853	0.1806409	1.4820798	-5.07557	0.16656658	JPH1	junctophilin 1
37210	0.854	0.180716	-1.4817895	-5.07592	-0.15689737	GATA5	GATA binding protein 5
2947	0.854	0.180728	-1.481743	-5.07598	-0.21603317	CYP4B1	cytochrome P450 family 4 subfamily B member 1
35867	0.854	0.180769	1.4815848	-5.07617	0.23993015	TCP10L	t-complex 10-like
36218	0.854	0.1808486	1.4812772	-5.07654	0.15937467	HTT	huntingtin
19243	0.854	0.1808515	-1.481266	-5.07656	-0.30705136	ELK4	ELK4, ETS transcription factor
19848	0.854	0.1808876	-1.4811266	-5.07673	-0.15119282	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12
7064	0.854	0.1809111	-1.4810359	-5.07684	-0.1488642		
39455	0.854	0.1809688	1.4808132	-5.07711	0.42607448	UCHL5	ubiquitin C-terminal hydrolase L5
9545	0.854	0.1809869	-1.4807434	-5.07719	-0.20338721	SOGA1	suppressor of glucose, autophagy associated 1
23215	0.854	0.1810405	-1.4805366	-5.07744	-0.2064488		
28310	0.854	0.1810582	1.4804682	-5.07752	0.77736811	ACTN2	actinin alpha 2
4972	0.854	0.1810618	1.4804546	-5.07754	0.5481849	TDRP	testis development related protein
17051	0.854	0.1810827	-1.480374	-5.07764	-0.18938999	SLC8A1	solute carrier family 8 member A1
7338	0.854	0.1810904	-1.4803441	-5.07767	-0.28703441	CLASRP	CLK4 associating serine/arginine rich protein
39994	0.854	0.1811373	-1.4801633	-5.07789	-0.15322266	HDAC8	histone deacetylase 8
18166	0.854	0.1811633	1.4800632	-5.07801	0.38633499	DCAF6	DDB1 and CUL4 associated factor 6
17955	0.854	0.1811713	-1.480032	-5.07805	-0.1690175	TMEM40	transmembrane protein 40
44059	0.854	0.181184	1.4799833	-5.07811	0.43140471	IPO8	importin 8
44247	0.854	0.1812112	1.4798785	-5.07824	0.63216805	TLK2	tousled like kinase 2
23340	0.854	0.1812175	-1.4798543	-5.07827	-0.27440725		
38166	0.854	0.1812202	1.4798437	-5.07828	0.19958356	FAM63A	family with sequence similarity 63 member A
16304	0.854	0.181227	1.4798173	-5.07831	0.3907002	CPT1B	carnitine palmitoyltransferase 1B
31825	0.854	0.1812549	-1.4797099	-5.07844	-0.28371457	SENP6	SUMO1/sentrin specific peptidase 6
1826	0.854	0.181275	1.4796324	-5.07854	0.18981053	RAG1	recombination activating gene 1
14098	0.854	0.1813497	-1.4793447	-5.07889	-0.19020565		
6840	0.854	0.1813509	1.47934	-5.07889	0.49877868	CDC27	cell division cycle 27
21601	0.854	0.1813644	-1.4792883	-5.07895	-0.68186839	RASGRP3	RAS guanyl releasing protein 3
4506	0.854	0.1814347	1.4790174	-5.07928	0.18645591	LOC101928418	uncharacterized LOC101928418
14433	0.855	0.1815264	1.4786645	-5.07971	0.40445646	IFI16	interferon gamma inducible protein 16
44361	0.855	0.1815325	-1.4786409	-5.07974	-0.17751408	XKR5	XK related 5
19564	0.855	0.1815697	-1.4784978	-5.07991	-0.28870316	PARD3B	par-3 family cell polarity regulator beta
35014	0.855	0.1815861	-1.4784347	-5.07999	-0.53815796	SIKE1	suppressor of IKBKE 1
32212	0.855	0.1815956	-1.4783983	-5.08003	-0.49223652	RNF130	ring finger protein 130
193	0.855	0.1816047	1.4783632	-5.08007	0.32478254	PANX1	pannexin 1
20074	0.855	0.1816306	-1.4782636	-5.0802	-0.15406022	GPHA2	glycoprotein hormone alpha 2
1823	0.855	0.1816594	1.4781529	-5.08033	0.29326132	SBDS	SBDS ribosome assembly guanine nucleotide exchange factor
11244	0.855	0.1816611	1.4781462	-5.08034	0.40508245	PPP1R12A	protein phosphatase 1 regulatory subunit 12A
23319	0.855	0.1816935	-1.4780218	-5.08049	-0.19792813	SYT8	synaptotagmin 8
13670	0.855	0.1817913	-1.4776458	-5.08094	-0.18440331		
24383	0.855	0.1817951	1.4776311	-5.08096	0.22054319	HIST1H2AA	histone cluster 1, H2aa
30125	0.855	0.1818	-1.4776124	-5.08098	-0.29068717	MYO10	myosin X
15019	0.855	0.1818093	1.4775765	-5.08103	0.36414957	FSD1L	fibronectin type III and SPRY domain containing 1 like
11094	0.855	0.1818335	-1.4774836	-5.08114	-0.16125573	PDE5A	phosphodiesterase 5A
5871	0.855	0.1818427	1.4774482	-5.08118	0.26128005		
20220	0.855	0.1819112	-1.4771852	-5.0815	-0.32031123	SORBS3	sorbin and SH3 domain containing 3
22119	0.855	0.1819662	1.4769739	-5.08176	0.41656608	LANCL2	LanC like 2
35546	0.855	0.1819727	1.4769488	-5.08179	0.29249391	ATM	ATM serine/threonine kinase
6685	0.855	0.1820008	-1.4768411	-5.08192	-0.25536932	ZNF236	zinc finger protein 236
2906	0.855	0.1820051	-1.4768246	-5.08194	-0.39193206	ADARB2	adenosine deaminase, RNA specific B2 (inactive)
24805	0.855	0.1820099	1.4768062	-5.08196	0.27864148	TMBIM6	transmembrane BAX inhibitor motif containing 6
8014	0.855	0.1820817	1.4765305	-5.08229	0.37592208	CD46	CD46 molecule
16734	0.855	0.1820869	-1.4765106	-5.08232	-0.38120309	BICC1	BicC family RNA binding protein 1
13062	0.855	0.1820923	-1.4764901	-5.08234	-0.1465898	MRPS10	mitochondrial ribosomal protein S10
36265	0.855	0.1821186	1.4763889	-5.08246	0.19730705	MEIS3	Meis homeobox 3
39017	0.855	0.1821334	1.4763321	-5.08253	0.6436253	DTWD1	DTW domain containing 1
41647	0.855	0.1821552	-1.4762484	-5.08263	-0.33755037	ZMYND11	zinc finger MYND-type containing 11
19483	0.855	0.182194	-1.4760996	-5.08281	-0.33994087	ABCA7	ATP binding cassette subfamily A member 7
1071	0.855	0.1822332	-1.4759493	-5.083	-0.27928323		
5522	0.856	0.1823244	1.4755998	-5.08342	0.38531987		
33388	0.856	0.1823382	-1.4755469	-5.08348	-0.41122852		
31712	0.856	0.182348	-1.4755093	-5.08353	-0.19963941	CAMKK1	calcium/calmodulin dependent protein kinase kinase 1
39023	0.856	0.1823643	1.4754466	-5.08361	0.57767159	C15orf52	chromosome 15 open reading frame 52
33419	0.856	0.1823842	-1.4753705	-5.0837	-0.63829303	BCL2	BCL2, apoptosis regulator
24988	0.856	0.182389	1.4753522	-5.08372	0.42606717	SRGAP2C	SLIT-ROBO Rho GTPase activating protein 2C
3311	0.856	0.1824295	-1.4751968	-5.08391	-0.29955634	FSCN2	fascin actin-bundling protein 2, retinal
26800	0.856	0.1824322	-1.4751866	-5.08392	-0.18403453	MUC3A	mucin 3A, cell surface associated
33567	0.856	0.1824453	-1.4751364	-5.08398	-0.35116551		
9935	0.856	0.1824477	-1.4751272	-5.08399	-0.250246		
21376	0.856	0.1825624	-1.4746878	-5.08452	-0.23368522	CKLF	chemokine like factor
26319	0.856	0.1825708	1.474656	-5.08456	0.24118336	SPIRE1	spire type actin nucleation factor 1
35060	0.856	0.1826938	-1.4741851	-5.08513	-0.45686607	SHMT1	serine hydroxymethyltransferase 1
3689	0.856	0.1827097	1.4741241	-5.0852	0.55073114	RRP15	ribosomal RNA processing 15 homolog
31697	0.856	0.1827401	-1.4740079	-5.08535	-0.33922373	MSC	musculin
10896	0.856	0.1827498	-1.4739708	-5.08539	-0.24165707		
5816	0.856	0.1827542	1.4739541	-5.08541	0.26440777	NTMT1	N-terminal Xaa-Pro-Lys N-methyltransferase 1
3090	0.856	0.1827862	1.4738315	-5.08556	0.50061703	SDCCAG8	serologically defined colon cancer antigen 8
34238	0.856	0.1827918	1.4738104	-5.08558	0.22778991		
9469	0.856	0.1828071	1.4737516	-5.08566	0.4897021	CCL7	C-C motif chemokine ligand 7
15252	0.856	0.1828105	1.4737387	-5.08567	0.3913546	SPATS2L	spermatogenesis associated serine rich 2 like
25211	0.856	0.1828635	1.4735361	-5.08592	0.28457786		
32334	0.856	0.1828723	-1.4735026	-5.08596	-0.19512276		
29481	0.856	0.1829024	1.4733872	-5.0861	0.16733224	FOXP4	forkhead box P4
5790	0.857	0.1829997	1.4730155	-5.08655	0.29805878	ZNF232	zinc finger protein 232
25912	0.857	0.1830341	-1.4728842	-5.0867	-0.20634621		
2874	0.857	0.1830445	1.4728444	-5.08675	0.66380528	MRPS6	mitochondrial ribosomal protein S6
1236	0.857	0.1831172	1.4725668	-5.08709	0.35413641	RPL23AP53	ribosomal protein L23a pseudogene 53
42923	0.857	0.1831248	1.4725377	-5.08712	0.52300346	ACTR8	ARP8 actin-related protein 8 homolog
26289	0.857	0.1831347	1.4724999	-5.08717	0.1633013		
7648	0.857	0.1831523	1.4724327	-5.08725	0.56811829	KATNAL1	katanin catalytic subunit A1 like 1
18167	0.857	0.1831599	1.472404	-5.08728	0.16491201	EIF2D	eukaryotic translation initiation factor 2D
27199	0.857	0.1831721	1.4723572	-5.08734	0.19002289	ZNF776	zinc finger protein 776
25566	0.857	0.1832023	-1.4722421	-5.08748	-0.27132914		
39599	0.857	0.1832039	1.4722359	-5.08749	0.23871396	ACTR3	ARP3 actin related protein 3 homolog
8625	0.857	0.1832063	-1.4722268	-5.0875	-0.19966749	BRIX1	BRX1, biogenesis of ribosomes
23417	0.857	0.1832249	1.4721556	-5.08758	0.3273158		
10255	0.857	0.1832322	-1.4721277	-5.08762	-0.1645081	CYP24A1	cytochrome P450 family 24 subfamily A member 1
3092	0.857	0.1832574	1.4720318	-5.08773	0.14319328	CYP2C8	cytochrome P450 family 2 subfamily C member 8
1939	0.857	0.1832642	1.4720057	-5.08777	0.17066999	IL22RA1	interleukin 22 receptor subunit alpha 1
32984	0.857	0.1834045	1.4714708	-5.08841	0.28999977	SLC36A1	solute carrier family 36 member 1
7358	0.857	0.1834195	-1.4714136	-5.08848	-0.21966323		
3536	0.857	0.1834441	1.4713197	-5.0886	0.28441304	ATP6V1C2	ATPase H+ transporting V1 subunit C2
38253	0.857	0.1834591	1.4712626	-5.08866	0.15653474	FBXW4	F-box and WD repeat domain containing 4
42268	0.857	0.1834838	1.4711682	-5.08878	0.34195687		
25582	0.857	0.1834988	-1.4711114	-5.08885	-0.22009813	STAG3	stromal antigen 3
35604	0.857	0.1835033	-1.4710941	-5.08887	-0.36861182	NHLRC3	NHL repeat containing 3
34230	0.857	0.1835134	1.4710554	-5.08891	0.27379811	POLG2	DNA polymerase gamma 2, accessory subunit
9068	0.857	0.1835205	1.4710287	-5.08895	0.91854759	MIA	melanoma inhibitory activity
10061	0.857	0.1835393	1.4709571	-5.08903	0.27488745	MFSD8	major facilitator superfamily domain containing 8
18968	0.857	0.1835407	-1.4709517	-5.08904	-0.13888501		
19352	0.857	0.1836382	-1.4705803	-5.08949	-0.19849714		
21381	0.857	0.1836399	-1.4705737	-5.0895	-0.20878539		
26883	0.857	0.1836449	-1.4705546	-5.08952	-0.24731398	CORO1C	coronin 1C
805	0.857	0.1836708	1.470456	-5.08964	0.17557064	UGT3A2	UDP glycosyltransferase family 3 member A2
41160	0.857	0.1836936	1.4703691	-5.08974	0.15539837	OPN1LW	opsin 1 (cone pigments), long-wave-sensitive
10067	0.857	0.183704	1.4703296	-5.08979	0.26201328		
10568	0.857	0.1837225	-1.4702594	-5.08988	-0.23281534		
38052	0.857	0.1837355	-1.4702096	-5.08994	-0.52229608	C1QTNF6	C1q and tumor necrosis factor related protein 6
30361	0.857	0.1838134	-1.4699131	-5.09029	-0.14294624	ACTB	actin beta
701	0.857	0.1838518	1.4697673	-5.09047	0.17368171	LOC100506124	uncharacterized LOC100506124
5514	0.857	0.1838544	1.4697574	-5.09048	0.18491679	STX4	syntaxin 4
12399	0.857	0.1838631	1.4697241	-5.09052	0.27999673	ACOT9	acyl-CoA thioesterase 9
3414	0.857	0.1838664	1.4697117	-5.09054	0.2875013	PRKCA	protein kinase C alpha
16020	0.857	0.1838724	1.4696889	-5.09056	0.26048865	MXRA5	matrix remodeling associated 5
39458	0.857	0.1838794	1.4696623	-5.0906	0.24956815	TMEM65	transmembrane protein 65
9406	0.857	0.1839157	1.4695242	-5.09076	0.51015527	AZIN1	antizyme inhibitor 1
6077	0.857	0.1839651	1.4693363	-5.09099	0.24307575	PLPP5	phospholipid phosphatase 5
21140	0.857	0.1840267	-1.4691022	-5.09127	-0.16224306	IGDCC4	immunoglobulin superfamily DCC subclass member 4
3809	0.857	0.1840432	1.4690394	-5.09135	0.66790066		
8319	0.858	0.1841061	-1.4688005	-5.09164	-0.36298995	KIF1B	kinesin family member 1B
5776	0.858	0.1841451	1.468652	-5.09182	0.23661657		
18424	0.858	0.1841529	-1.4686227	-5.09185	-0.16539207		
4645	0.858	0.1842361	1.4683064	-5.09223	1.30844994	LIF	leukemia inhibitory factor
20873	0.858	0.1842537	1.4682397	-5.09231	0.15366616	VWDE	von Willebrand factor D and EGF domains
34010	0.858	0.1842583	-1.4682221	-5.09234	-0.22769106	HNRNPR	heterogeneous nuclear ribonucleoprotein R
9953	0.858	0.1842629	1.4682046	-5.09236	0.15568016	PSG8	pregnancy specific beta-1-glycoprotein 8
12906	0.858	0.1842946	1.4680843	-5.0925	0.33471005		
20237	0.858	0.1843224	-1.4679788	-5.09263	-0.16677432	TNFAIP8L1	TNF alpha induced protein 8 like 1
5065	0.858	0.1843487	-1.467879	-5.09275	-0.40498369	TRMT1L	tRNA methyltransferase 1 like
43129	0.858	0.1843533	1.4678616	-5.09277	0.57955695	SKIL	SKI-like proto-oncogene
7989	0.858	0.1844037	-1.4676704	-5.093	-0.14745316	GPR132	G protein-coupled receptor 132
3522	0.858	0.1844149	-1.4676279	-5.09305	-0.15848367	GPR21	G protein-coupled receptor 21
11901	0.858	0.1844828	1.4673704	-5.09336	0.17550834	KIAA0895	KIAA0895
39815	0.858	0.1844872	1.4673537	-5.09338	0.55257212	IL1B	interleukin 1 beta
24282	0.858	0.1845056	1.4672839	-5.09347	0.17304807	GALC	galactosylceramidase
6018	0.858	0.1845754	1.4670192	-5.09379	0.76548329	LOX	lysyl oxidase
1994	0.858	0.1845935	-1.4669506	-5.09387	-0.14531338		
19120	0.859	0.1846715	-1.466655	-5.09423	-0.23415489	HAS3	hyaluronan synthase 3
36305	0.859	0.184687	-1.4665964	-5.0943	-0.22644926	PLPP2	phospholipid phosphatase 2
2687	0.859	0.1847388	1.4664002	-5.09453	0.48785104	SHC1	SHC adaptor protein 1
20468	0.859	0.184749	-1.4663616	-5.09458	-0.19077602	DST	dystonin
24275	0.859	0.184803	-1.4661568	-5.09483	-0.28761606	TMCC2	transmembrane and coiled-coil domain family 2
3617	0.859	0.1848062	-1.4661447	-5.09484	-0.27133129	AMOT	angiomotin
43848	0.859	0.1848096	-1.466132	-5.09486	-0.17875807		
29953	0.859	0.1848219	1.4660853	-5.09491	0.27504362	PHKA1	phosphorylase kinase regulatory subunit alpha 1
26792	0.859	0.1848489	-1.4659831	-5.09504	-0.19044879	LINC00202-2	long intergenic non-protein coding RNA 202-2
40946	0.859	0.1848683	-1.4659098	-5.09513	-0.15406877	TBRG4	transforming growth factor beta regulator 4
17886	0.859	0.1849109	1.4657485	-5.09532	0.15072541	MESTIT1	MEST intronic transcript 1, antisense RNA
41819	0.859	0.1849972	-1.4654219	-5.09571	-0.22850665		
38452	0.859	0.1850826	-1.4650987	-5.0961	-0.17516861	CLN8	ceroid-lipofuscinosis, neuronal 8
9863	0.859	0.1850832	1.4650966	-5.09611	0.30292815	LOC554206	leucine carboxyl methyltransferase 1 pseudogene
7936	0.859	0.1851192	1.4649606	-5.09627	0.67134297	BRMS1L	breast cancer metastasis-suppressor 1-like
25195	0.859	0.1851284	1.4649258	-5.09631	0.46147742	RAB2A	RAB2A, member RAS oncogene family
1927	0.859	0.1851389	-1.4648859	-5.09636	-0.23622924	HSPA1A	heat shock protein family A (Hsp70) member 1A
5579	0.859	0.1851488	-1.4648486	-5.0964	-0.27294413	RFX3	regulatory factor X3
19155	0.859	0.1851644	1.4647895	-5.09648	0.26402789		
9743	0.859	0.185166	-1.4647837	-5.09648	-0.19974854	CLEC2D	C-type lectin domain family 2 member D
26191	0.859	0.1851779	1.4647386	-5.09654	0.18018192		
26283	0.859	0.1851894	1.464695	-5.09659	0.21948882		
27639	0.859	0.1852029	-1.4646442	-5.09665	-0.16518696	SOX1	SRY-box 1
28904	0.859	0.1852447	-1.464486	-5.09684	-0.30616628		
18697	0.859	0.1852966	1.46429	-5.09708	0.39099419	CD44	CD44 molecule (Indian blood group)
2481	0.859	0.1853212	-1.4641972	-5.09719	-0.14489759		
40263	0.859	0.1853336	-1.4641504	-5.09725	-0.44896267	RASGEF1A	RasGEF domain family member 1A
10350	0.86	0.1854368	1.4637606	-5.09772	0.26473512	TIAL1	TIA1 cytotoxic granule-associated RNA binding protein-like 1
13940	0.86	0.1854747	-1.4636177	-5.09789	-0.19166623	HYAL1	hyaluronoglucosaminidase 1
24326	0.86	0.1854802	-1.4635968	-5.09791	-0.33212078	C18orf15	chromosome 18 open reading frame 15
7070	0.86	0.1855295	-1.4634107	-5.09814	-0.42251768	SYNE2	spectrin repeat containing nuclear envelope protein 2
13341	0.86	0.1855488	1.4633379	-5.09823	0.43724085		
16217	0.86	0.1855535	1.4633203	-5.09825	0.39092283	ELP2	elongator acetyltransferase complex subunit 2
32130	0.86	0.1855597	1.4632969	-5.09828	0.30125907	KDM5B	lysine demethylase 5B
12183	0.86	0.1855666	1.4632707	-5.09831	0.29933824	C6orf62	chromosome 6 open reading frame 62
28603	0.86	0.1855746	1.4632405	-5.09834	0.22062484	ACBD4	acyl-CoA binding domain containing 4
40710	0.86	0.1855753	1.4632379	-5.09835	0.67962886	PDGFA	platelet derived growth factor subunit A
33489	0.86	0.185647	1.4629677	-5.09867	0.73782006	MYOF	myoferlin
29263	0.86	0.1856813	1.462838	-5.09883	0.17513562	NOX4	NADPH oxidase 4
44770	0.86	0.1857043	1.4627515	-5.09893	0.16643494		
26461	0.86	0.1857222	-1.4626841	-5.09901	-0.50731542	LINC00311	long intergenic non-protein coding RNA 311
36412	0.86	0.1858091	-1.4623565	-5.09941	-0.41210011	ZNF704	zinc finger protein 704
4538	0.86	0.1858321	-1.46227	-5.09951	-0.2215728	ZNF639	zinc finger protein 639
32649	0.86	0.1858713	-1.4621221	-5.09969	-0.25393209		
37346	0.86	0.1858763	1.4621033	-5.09971	0.56765965	DCP1A	decapping mRNA 1A
14484	0.86	0.185926	1.461916	-5.09994	0.64038887	IL1B	interleukin 1 beta
32741	0.86	0.1859337	1.4618871	-5.09997	0.52900478	TMX4	thioredoxin related transmembrane protein 4
29382	0.86	0.1859518	-1.461819	-5.10006	-0.1812319		
36431	0.86	0.1859664	-1.4617639	-5.10012	-0.19875592	ZNF678	zinc finger protein 678
11086	0.86	0.1859667	-1.4617628	-5.10012	-0.21915624		
11958	0.86	0.1859967	1.4616499	-5.10026	0.16255855		
45199	0.86	0.1860445	1.4614701	-5.10048	0.2960709	CAV1	caveolin 1
30427	0.86	0.1861287	-1.4611529	-5.10086	-0.38551083	GAS2	growth arrest specific 2
7363	0.86	0.1861387	-1.4611153	-5.1009	-0.54611337	COL4A3BP	collagen type IV alpha 3 binding protein
19396	0.86	0.1861551	1.4610537	-5.10098	0.48482481	SHC1	SHC adaptor protein 1
13712	0.86	0.1861651	-1.4610161	-5.10102	-0.16028697	USH1C	USH1 protein network component harmonin
37805	0.86	0.1862048	1.4608669	-5.1012	0.5665109	ADAT2	adenosine deaminase, tRNA specific 2
13758	0.86	0.1862057	1.4608634	-5.10121	0.17900726	RNASEH2C	ribonuclease H2 subunit C
25950	0.86	0.1862528	-1.4606863	-5.10142	-0.43194972	SOX5	SRY-box 5
23236	0.86	0.1862585	1.4606647	-5.10145	0.18410023	XAB2	XPA binding protein 2
42453	0.86	0.1862813	-1.4605792	-5.10155	-0.20837244	LYN	LYN proto-oncogene, Src family tyrosine kinase
16705	0.86	0.1862843	-1.4605678	-5.10156	-0.17344094	ETFB	electron transfer flavoprotein beta subunit
42475	0.86	0.1862854	-1.4605638	-5.10157	-0.15733405	LRCH1	leucine rich repeats and calponin homology domain containing 1
16578	0.861	0.1863509	1.4603176	-5.10186	0.2908022	SEC62	SEC62 homolog, preprotein translocation factor
27177	0.861	0.1863762	-1.4602224	-5.10198	-0.14783305	GALNT13	polypeptide N-acetylgalactosaminyltransferase 13
35550	0.861	0.1863843	1.4601919	-5.10201	0.52073009	DUSP10	dual specificity phosphatase 10
43823	0.861	0.186401	-1.4601291	-5.10209	-0.25075127	PDCD2	programmed cell death 2
43043	0.861	0.1864088	1.4600998	-5.10213	0.2254392		
205	0.861	0.1864361	1.4599973	-5.10225	0.30379479	TRIM36	tripartite motif containing 36
14781	0.861	0.1865031	1.4597458	-5.10255	0.21757812	LIMS3	LIM zinc finger domain containing 3
13661	0.861	0.1865108	1.4597168	-5.10259	0.21048677	SLC35G5	solute carrier family 35 member G5
8253	0.861	0.1865216	-1.4596761	-5.10264	-0.1561682	CHRM4	cholinergic receptor muscarinic 4
24072	0.861	0.1865404	-1.4596055	-5.10272	-0.498833	ENPP2	ectonucleotide pyrophosphatase/phosphodiesterase 2
2886	0.861	0.1865659	-1.45951	-5.10283	-0.13561618	MRPL22	mitochondrial ribosomal protein L22
28891	0.861	0.1865806	-1.4594548	-5.1029	-0.22750153	SAMD8	sterile alpha motif domain containing 8
23716	0.861	0.1865872	-1.4594299	-5.10293	-0.33216238		
35112	0.861	0.1866231	1.4592952	-5.10309	0.36127977	GNLY	granulysin
7949	0.861	0.1866417	-1.4592252	-5.10318	-0.25728125	WDR36	WD repeat domain 36
37033	0.861	0.1866805	-1.4590795	-5.10335	-0.50300987	IQCE	IQ motif containing E
34102	0.861	0.1867048	-1.4589887	-5.10346	-0.21254398		
27470	0.861	0.1867693	-1.4587465	-5.10375	-0.21437775	FAAP100	Fanconi anemia core complex associated protein 100
43767	0.861	0.1867812	1.458702	-5.10381	0.14781867	ZNF663P	zinc finger protein 663, pseudogene
24078	0.861	0.186786	-1.458684	-5.10383	-0.14246527	GALNT8	polypeptide N-acetylgalactosaminyltransferase 8
12368	0.861	0.1867974	-1.4586412	-5.10388	-0.30418136	NAIP	NLR family apoptosis inhibitory protein
44057	0.861	0.1868042	1.4586157	-5.10391	0.44284336	DUSP19	dual specificity phosphatase 19
40257	0.861	0.1868394	-1.4584838	-5.10407	-0.20943166	HTR3E	5-hydroxytryptamine receptor 3E
3411	0.861	0.1869151	-1.4581997	-5.10441	-0.27200106	IKZF5	IKAROS family zinc finger 5
8564	0.861	0.1869511	1.4580649	-5.10457	0.65350922	DCBLD2	discoidin, CUB and LCCL domain containing 2
33634	0.861	0.1870142	1.4578287	-5.10486	0.669552	TIMP1	TIMP metallopeptidase inhibitor 1
8717	0.861	0.1870318	1.4577625	-5.10494	0.49704453	RPAP3	RNA polymerase II associated protein 3
14566	0.861	0.1870543	1.4576785	-5.10504	0.2455889	ZNF444	zinc finger protein 444
23109	0.861	0.1870635	1.457644	-5.10508	0.14577093	RBM24	RNA binding motif protein 24
10863	0.861	0.1870686	-1.4576249	-5.1051	-0.28376551	CHL1	cell adhesion molecule L1 like
8030	0.861	0.1870713	1.4576146	-5.10511	0.36163902	C22orf15	chromosome 22 open reading frame 15
27782	0.861	0.1871075	-1.457479	-5.10528	-0.15730675	LINC01000	long intergenic non-protein coding RNA 1000
41994	0.861	0.1871078	1.4574781	-5.10528	0.57990358	SCFD1	sec1 family domain containing 1
20232	0.861	0.187122	1.4574249	-5.10534	0.44811734		
661	0.861	0.1871417	1.4573511	-5.10543	0.16273497	LOC105375800	chromosome 12 open reading frame 49 pseudogene
